seriesId,seriesName,seasonYear,sessionType,collection,rowCount,utilizationStatus,metricFamily,currentAnalyticsArtifacts,currentUiOrContextExposure,unusedOrUnderusedSignal,sourceCaveat
series_froc,Castrol Toyota Formula Regional Oceania Championship,2024,race,mediaAssets,4,productized_context_pack,narrative_context,analysis/context-event-narrative-layer/output/context-packs/context-event-narrative-context.json;analysis/context-event-narrative-layer/output/summary.json;analysis/context-event-narrative-layer/output/media_narrative_index.csv;analysis/context-event-narrative-layer/output/context_event_timeline.csv;analysis/context-event-narrative-layer/output/CONTEXT_EVENT_NARRATIVE_LAYER.md;analysis/predictive-race-intelligence/output/context-packs/career-lab-context.json,Productized as a media narrative index and event/session context timeline with rights-status fields preserved.,Media rows are now source-indexed for narrative and source-drawer use; UI must still apply rights-status display rules.,"Narrative evidence should support, not override, official result data."
series_froc,Castrol Toyota Formula Regional Oceania Championship,2024,race,results,246,productized_context_pack,result_conversion,analysis/career-dimension-context-layer/output/context-packs/career-dimension-context.json;analysis/career-dimension-context-layer/output/summary.json;analysis/career-dimension-context-layer/output/result_context.csv;analysis/career-dimension-context-layer/output/CAREER_DIMENSION_CONTEXT_LAYER.md;analysis/predictive-race-intelligence/output/context-packs/career-lab-context.json;analysis/predictive-race-intelligence/output/context-packs/race-debriefs,Full-field result context plus Career Lab result conversion and debrief context packs.,"Every canonical result row is now productized through source-hash validated full-field result context, with Bryce-facing conversion/debrief slices layered on top.",Raw finish is not comparable across field sizes without percentiles.
series_froc,Castrol Toyota Formula Regional Oceania Championship,2024,race,sessions,15,productized_context_pack,session_context,analysis/predictive-race-intelligence/output/context-packs/race-debriefs;analysis/predictive-race-intelligence/output/context-packs/context-pack-manifest.json,"Prep, debrief, live-readiness, and Career Lab routing.",Session windows and session-type structure still matter for live joins and practice/qualifying context.,Some exact INDY NXT qualifying windows remain unavailable by source shape.
series_froc,Castrol Toyota Formula Regional Oceania Championship,2024,season,seasons,1,productized_context_pack,championship_progression,analysis/predictive-race-intelligence/output/context-packs/career-lab-context.json;analysis/predictive-race-intelligence/output/career_prior_matrix.csv,Career Lab and championship context.,Season summaries are useful but lower value than session/lap grains.,Season-level aggregates can hide source-family differences.
series_froc,Castrol Toyota Formula Regional Oceania Championship,2024,test,mediaAssets,2,productized_context_pack,narrative_context,analysis/context-event-narrative-layer/output/context-packs/context-event-narrative-context.json;analysis/context-event-narrative-layer/output/summary.json;analysis/context-event-narrative-layer/output/media_narrative_index.csv;analysis/context-event-narrative-layer/output/context_event_timeline.csv;analysis/context-event-narrative-layer/output/CONTEXT_EVENT_NARRATIVE_LAYER.md;analysis/predictive-race-intelligence/output/context-packs/career-lab-context.json,Productized as a media narrative index and event/session context timeline with rights-status fields preserved.,Media rows are now source-indexed for narrative and source-drawer use; UI must still apply rights-status display rules.,"Narrative evidence should support, not override, official result data."
series_froc,Castrol Toyota Formula Regional Oceania Championship,2024,test,results,169,productized_context_pack,result_conversion,analysis/career-dimension-context-layer/output/context-packs/career-dimension-context.json;analysis/career-dimension-context-layer/output/summary.json;analysis/career-dimension-context-layer/output/result_context.csv;analysis/career-dimension-context-layer/output/CAREER_DIMENSION_CONTEXT_LAYER.md;analysis/predictive-race-intelligence/output/context-packs/career-lab-context.json;analysis/predictive-race-intelligence/output/context-packs/race-debriefs,Full-field result context plus Career Lab result conversion and debrief context packs.,"Every canonical result row is now productized through source-hash validated full-field result context, with Bryce-facing conversion/debrief slices layered on top.",Raw finish is not comparable across field sizes without percentiles.
series_froc,Castrol Toyota Formula Regional Oceania Championship,2024,test,sessions,11,productized_context_pack,session_context,analysis/predictive-race-intelligence/output/context-packs/race-debriefs;analysis/predictive-race-intelligence/output/context-packs/context-pack-manifest.json,"Prep, debrief, live-readiness, and Career Lab routing.",Session windows and session-type structure still matter for live joins and practice/qualifying context.,Some exact INDY NXT qualifying windows remain unavailable by source shape.
series_froc,Castrol Toyota Formula Regional Oceania Championship,all,series,series,1,productized_context_pack,source_confidence,analysis/predictive-race-intelligence/output/context-packs/career-lab-context.json;analysis/predictive-race-intelligence/output/career_prior_matrix.csv,Career Lab series summaries and parity badges.,No major standalone series-dimension signal beyond routing and source-family labels.,Series depth is intentionally uneven.
series_frp_f1600,F1600 Championship Series,2019,car,cars,43,productized_context_pack,car_context,analysis/career-dimension-context-layer/output/context-packs/career-dimension-context.json;analysis/career-dimension-context-layer/output/summary.json;analysis/career-dimension-context-layer/output/car_entrant_context.csv;analysis/career-dimension-context-layer/output/CAREER_DIMENSION_CONTEXT_LAYER.md;analysis/imsa-daytona-stint-class-pace/output/context-packs/imsa-daytona-stint-class-context.json;analysis/imsa-daytona-stint-class-pace/output/imsa_car85_codriver_pace.csv,"Productized as car/entrant context with team, series, season, class, usage rows, and Bryce-observed flags.","Car number, entrant, class, and co-driver/usage context are now addressable across canonical cars.",Car metadata is not setup telemetry.
series_frp_f1600,F1600 Championship Series,2019,event,events,7,productized_context_pack,event_context,analysis/predictive-race-intelligence/output/context-packs/upcoming-events;analysis/predictive-race-intelligence/output/context-packs/context-pack-manifest.json;analysis/predictive-race-intelligence/output/context-packs/career-lab-context.json,Upcoming event and race-debrief context packs.,Event rows are mostly routing; value comes through linked sessions/results/laps.,Future schedule rows lack result/lap truth until sessions complete.
series_frp_f1600,F1600 Championship Series,2019,practice,mediaAssets,10,productized_context_pack,narrative_context,analysis/context-event-narrative-layer/output/context-packs/context-event-narrative-context.json;analysis/context-event-narrative-layer/output/summary.json;analysis/context-event-narrative-layer/output/media_narrative_index.csv;analysis/context-event-narrative-layer/output/context_event_timeline.csv;analysis/context-event-narrative-layer/output/CONTEXT_EVENT_NARRATIVE_LAYER.md;analysis/predictive-race-intelligence/output/context-packs/career-lab-context.json,Productized as a media narrative index and event/session context timeline with rights-status fields preserved.,Media rows are now source-indexed for narrative and source-drawer use; UI must still apply rights-status display rules.,"Narrative evidence should support, not override, official result data."
series_frp_f1600,F1600 Championship Series,2019,practice,results,156,productized_context_pack,result_conversion,analysis/career-dimension-context-layer/output/context-packs/career-dimension-context.json;analysis/career-dimension-context-layer/output/summary.json;analysis/career-dimension-context-layer/output/result_context.csv;analysis/career-dimension-context-layer/output/CAREER_DIMENSION_CONTEXT_LAYER.md;analysis/predictive-race-intelligence/output/context-packs/career-lab-context.json;analysis/predictive-race-intelligence/output/context-packs/race-debriefs,Full-field result context plus Career Lab result conversion and debrief context packs.,"Every canonical result row is now productized through source-hash validated full-field result context, with Bryce-facing conversion/debrief slices layered on top.",Raw finish is not comparable across field sizes without percentiles.
series_frp_f1600,F1600 Championship Series,2019,practice,sessions,10,productized_context_pack,session_context,analysis/predictive-race-intelligence/output/context-packs/race-debriefs;analysis/predictive-race-intelligence/output/context-packs/context-pack-manifest.json,"Prep, debrief, live-readiness, and Career Lab routing.",Session windows and session-type structure still matter for live joins and practice/qualifying context.,Some exact INDY NXT qualifying windows remain unavailable by source shape.
series_frp_f1600,F1600 Championship Series,2019,qualifying,mediaAssets,6,productized_context_pack,narrative_context,analysis/context-event-narrative-layer/output/context-packs/context-event-narrative-context.json;analysis/context-event-narrative-layer/output/summary.json;analysis/context-event-narrative-layer/output/media_narrative_index.csv;analysis/context-event-narrative-layer/output/context_event_timeline.csv;analysis/context-event-narrative-layer/output/CONTEXT_EVENT_NARRATIVE_LAYER.md;analysis/predictive-race-intelligence/output/context-packs/career-lab-context.json,Productized as a media narrative index and event/session context timeline with rights-status fields preserved.,Media rows are now source-indexed for narrative and source-drawer use; UI must still apply rights-status display rules.,"Narrative evidence should support, not override, official result data."
series_frp_f1600,F1600 Championship Series,2019,qualifying,penalties,2,productized_context_pack,incident_penalty_context,analysis/context-event-narrative-layer/output/context-packs/context-event-narrative-context.json;analysis/context-event-narrative-layer/output/summary.json;analysis/context-event-narrative-layer/output/context_event_timeline.csv;analysis/context-event-narrative-layer/output/session_context_rollups.csv;analysis/context-event-narrative-layer/output/CONTEXT_EVENT_NARRATIVE_LAYER.md;analysis/predictive-race-intelligence/output/context-packs/race-debriefs,"Productized as penalty rows in the context-event timeline and session rollups, with debrief/source drawer support.","Penalty type, lap, and position/time impact are now productized; downstream displays should keep no-row/source-coverage caveats visible.",Penalty ledgers are uneven by series; absence is not proof of clean session unless source exposes no-penalty decisions.
series_frp_f1600,F1600 Championship Series,2019,qualifying,results,93,productized_context_pack,result_conversion,analysis/career-dimension-context-layer/output/context-packs/career-dimension-context.json;analysis/career-dimension-context-layer/output/summary.json;analysis/career-dimension-context-layer/output/result_context.csv;analysis/career-dimension-context-layer/output/CAREER_DIMENSION_CONTEXT_LAYER.md;analysis/predictive-race-intelligence/output/context-packs/career-lab-context.json;analysis/predictive-race-intelligence/output/context-packs/race-debriefs,Full-field result context plus Career Lab result conversion and debrief context packs.,"Every canonical result row is now productized through source-hash validated full-field result context, with Bryce-facing conversion/debrief slices layered on top.",Raw finish is not comparable across field sizes without percentiles.
series_frp_f1600,F1600 Championship Series,2019,qualifying,sessions,6,productized_context_pack,session_context,analysis/predictive-race-intelligence/output/context-packs/race-debriefs;analysis/predictive-race-intelligence/output/context-packs/context-pack-manifest.json,"Prep, debrief, live-readiness, and Career Lab routing.",Session windows and session-type structure still matter for live joins and practice/qualifying context.,Some exact INDY NXT qualifying windows remain unavailable by source shape.
series_frp_f1600,F1600 Championship Series,2019,race,mediaAssets,21,productized_context_pack,narrative_context,analysis/context-event-narrative-layer/output/context-packs/context-event-narrative-context.json;analysis/context-event-narrative-layer/output/summary.json;analysis/context-event-narrative-layer/output/media_narrative_index.csv;analysis/context-event-narrative-layer/output/context_event_timeline.csv;analysis/context-event-narrative-layer/output/CONTEXT_EVENT_NARRATIVE_LAYER.md;analysis/predictive-race-intelligence/output/context-packs/career-lab-context.json,Productized as a media narrative index and event/session context timeline with rights-status fields preserved.,Media rows are now source-indexed for narrative and source-drawer use; UI must still apply rights-status display rules.,"Narrative evidence should support, not override, official result data."
series_frp_f1600,F1600 Championship Series,2019,race,results,315,productized_context_pack,result_conversion,analysis/career-dimension-context-layer/output/context-packs/career-dimension-context.json;analysis/career-dimension-context-layer/output/summary.json;analysis/career-dimension-context-layer/output/result_context.csv;analysis/career-dimension-context-layer/output/CAREER_DIMENSION_CONTEXT_LAYER.md;analysis/predictive-race-intelligence/output/context-packs/career-lab-context.json;analysis/predictive-race-intelligence/output/context-packs/race-debriefs,Full-field result context plus Career Lab result conversion and debrief context packs.,"Every canonical result row is now productized through source-hash validated full-field result context, with Bryce-facing conversion/debrief slices layered on top.",Raw finish is not comparable across field sizes without percentiles.
series_frp_f1600,F1600 Championship Series,2019,race,sessions,21,productized_context_pack,session_context,analysis/predictive-race-intelligence/output/context-packs/race-debriefs;analysis/predictive-race-intelligence/output/context-packs/context-pack-manifest.json,"Prep, debrief, live-readiness, and Career Lab routing.",Session windows and session-type structure still matter for live joins and practice/qualifying context.,Some exact INDY NXT qualifying windows remain unavailable by source shape.
series_frp_f1600,F1600 Championship Series,2019,season,seasons,1,productized_context_pack,championship_progression,analysis/predictive-race-intelligence/output/context-packs/career-lab-context.json;analysis/predictive-race-intelligence/output/career_prior_matrix.csv,Career Lab and championship context.,Season summaries are useful but lower value than session/lap grains.,Season-level aggregates can hide source-family differences.
series_frp_f1600,F1600 Championship Series,all,series,series,1,productized_context_pack,source_confidence,analysis/predictive-race-intelligence/output/context-packs/career-lab-context.json;analysis/predictive-race-intelligence/output/career_prior_matrix.csv,Career Lab series summaries and parity badges.,No major standalone series-dimension signal beyond routing and source-family labels.,Series depth is intentionally uneven.
series_gb3,GB3 Championship,2021,car,cars,26,productized_context_pack,car_context,analysis/career-dimension-context-layer/output/context-packs/career-dimension-context.json;analysis/career-dimension-context-layer/output/summary.json;analysis/career-dimension-context-layer/output/car_entrant_context.csv;analysis/career-dimension-context-layer/output/CAREER_DIMENSION_CONTEXT_LAYER.md;analysis/imsa-daytona-stint-class-pace/output/context-packs/imsa-daytona-stint-class-context.json;analysis/imsa-daytona-stint-class-pace/output/imsa_car85_codriver_pace.csv,"Productized as car/entrant context with team, series, season, class, usage rows, and Bryce-observed flags.","Car number, entrant, class, and co-driver/usage context are now addressable across canonical cars.",Car metadata is not setup telemetry.
series_gb3,GB3 Championship,2021,event,events,7,productized_context_pack,event_context,analysis/predictive-race-intelligence/output/context-packs/upcoming-events;analysis/predictive-race-intelligence/output/context-packs/context-pack-manifest.json;analysis/predictive-race-intelligence/output/context-packs/career-lab-context.json,Upcoming event and race-debrief context packs.,Event rows are mostly routing; value comes through linked sessions/results/laps.,Future schedule rows lack result/lap truth until sessions complete.
series_gb3,GB3 Championship,2021,event_media,mediaAssets,7,productized_context_pack,narrative_context,analysis/context-event-narrative-layer/output/context-packs/context-event-narrative-context.json;analysis/context-event-narrative-layer/output/summary.json;analysis/context-event-narrative-layer/output/media_narrative_index.csv;analysis/context-event-narrative-layer/output/context_event_timeline.csv;analysis/context-event-narrative-layer/output/CONTEXT_EVENT_NARRATIVE_LAYER.md;analysis/predictive-race-intelligence/output/context-packs/career-lab-context.json,Productized as a media narrative index and event/session context timeline with rights-status fields preserved.,Media rows are now source-indexed for narrative and source-drawer use; UI must still apply rights-status display rules.,"Narrative evidence should support, not override, official result data."
series_gb3,GB3 Championship,2021,practice,mediaAssets,4,productized_context_pack,narrative_context,analysis/context-event-narrative-layer/output/context-packs/context-event-narrative-context.json;analysis/context-event-narrative-layer/output/summary.json;analysis/context-event-narrative-layer/output/media_narrative_index.csv;analysis/context-event-narrative-layer/output/context_event_timeline.csv;analysis/context-event-narrative-layer/output/CONTEXT_EVENT_NARRATIVE_LAYER.md;analysis/predictive-race-intelligence/output/context-packs/career-lab-context.json,Productized as a media narrative index and event/session context timeline with rights-status fields preserved.,Media rows are now source-indexed for narrative and source-drawer use; UI must still apply rights-status display rules.,"Narrative evidence should support, not override, official result data."
series_gb3,GB3 Championship,2021,practice,results,67,productized_context_pack,result_conversion,analysis/career-dimension-context-layer/output/context-packs/career-dimension-context.json;analysis/career-dimension-context-layer/output/summary.json;analysis/career-dimension-context-layer/output/result_context.csv;analysis/career-dimension-context-layer/output/CAREER_DIMENSION_CONTEXT_LAYER.md;analysis/predictive-race-intelligence/output/context-packs/career-lab-context.json;analysis/predictive-race-intelligence/output/context-packs/race-debriefs,Full-field result context plus Career Lab result conversion and debrief context packs.,"Every canonical result row is now productized through source-hash validated full-field result context, with Bryce-facing conversion/debrief slices layered on top.",Raw finish is not comparable across field sizes without percentiles.
series_gb3,GB3 Championship,2021,practice,sessions,4,productized_context_pack,session_context,analysis/predictive-race-intelligence/output/context-packs/race-debriefs;analysis/predictive-race-intelligence/output/context-packs/context-pack-manifest.json,"Prep, debrief, live-readiness, and Career Lab routing.",Session windows and session-type structure still matter for live joins and practice/qualifying context.,Some exact INDY NXT qualifying windows remain unavailable by source shape.
series_gb3,GB3 Championship,2021,practice,weatherObservations,4,productized_context_pack,weather_context,analysis/context-event-narrative-layer/output/context-packs/context-event-narrative-context.json;analysis/context-event-narrative-layer/output/summary.json;analysis/context-event-narrative-layer/output/weather_condition_context.csv;analysis/context-event-narrative-layer/output/context_event_timeline.csv;analysis/context-event-narrative-layer/output/CONTEXT_EVENT_NARRATIVE_LAYER.md;analysis/predictive-race-intelligence/output/context-packs/career-lab-context.json;analysis/imsa-daytona-stint-class-pace/output/context-packs/imsa-daytona-stint-class-context.json,"Productized as weather/condition context rows with source, time, location, and join-confidence fields preserved.","Weather rows are now queryable by series/session/source family; future value is visual comparison, not additional backend extraction.",INDY NXT has no official weather observations; non-official ambient weather needs labels.
series_gb3,GB3 Championship,2021,qualifying,mediaAssets,14,productized_context_pack,narrative_context,analysis/context-event-narrative-layer/output/context-packs/context-event-narrative-context.json;analysis/context-event-narrative-layer/output/summary.json;analysis/context-event-narrative-layer/output/media_narrative_index.csv;analysis/context-event-narrative-layer/output/context_event_timeline.csv;analysis/context-event-narrative-layer/output/CONTEXT_EVENT_NARRATIVE_LAYER.md;analysis/predictive-race-intelligence/output/context-packs/career-lab-context.json,Productized as a media narrative index and event/session context timeline with rights-status fields preserved.,Media rows are now source-indexed for narrative and source-drawer use; UI must still apply rights-status display rules.,"Narrative evidence should support, not override, official result data."
series_gb3,GB3 Championship,2021,qualifying,qualifyingResults,248,productized_context_pack,qualifying_conversion,analysis/career-dimension-context-layer/output/context-packs/career-dimension-context.json;analysis/career-dimension-context-layer/output/summary.json;analysis/career-dimension-context-layer/output/qualifying_result_context.csv;analysis/career-dimension-context-layer/output/qualifying_session_conversion_summary.csv;analysis/career-dimension-context-layer/output/CAREER_DIMENSION_CONTEXT_LAYER.md;analysis/predictive-race-intelligence/output/indy_nxt_feature_matrix.csv;analysis/predictive-race-intelligence/output/model_scorecard.json,Productized as qualifying-result context and qualifying-session conversion summaries with same-event race-result joins.,"Qualifying rows are now addressable by session format, track type, team era, car, driver, and source-bounded race conversion joins.",Group and combined qualifying formats are not fully equivalent.
series_gb3,GB3 Championship,2021,qualifying,results,248,productized_context_pack,result_conversion,analysis/career-dimension-context-layer/output/context-packs/career-dimension-context.json;analysis/career-dimension-context-layer/output/summary.json;analysis/career-dimension-context-layer/output/result_context.csv;analysis/career-dimension-context-layer/output/CAREER_DIMENSION_CONTEXT_LAYER.md;analysis/predictive-race-intelligence/output/context-packs/career-lab-context.json;analysis/predictive-race-intelligence/output/context-packs/race-debriefs,Full-field result context plus Career Lab result conversion and debrief context packs.,"Every canonical result row is now productized through source-hash validated full-field result context, with Bryce-facing conversion/debrief slices layered on top.",Raw finish is not comparable across field sizes without percentiles.
series_gb3,GB3 Championship,2021,qualifying,sessions,14,productized_context_pack,session_context,analysis/predictive-race-intelligence/output/context-packs/race-debriefs;analysis/predictive-race-intelligence/output/context-packs/context-pack-manifest.json,"Prep, debrief, live-readiness, and Career Lab routing.",Session windows and session-type structure still matter for live joins and practice/qualifying context.,Some exact INDY NXT qualifying windows remain unavailable by source shape.
series_gb3,GB3 Championship,2021,qualifying,weatherObservations,14,productized_context_pack,weather_context,analysis/context-event-narrative-layer/output/context-packs/context-event-narrative-context.json;analysis/context-event-narrative-layer/output/summary.json;analysis/context-event-narrative-layer/output/weather_condition_context.csv;analysis/context-event-narrative-layer/output/context_event_timeline.csv;analysis/context-event-narrative-layer/output/CONTEXT_EVENT_NARRATIVE_LAYER.md;analysis/predictive-race-intelligence/output/context-packs/career-lab-context.json;analysis/imsa-daytona-stint-class-pace/output/context-packs/imsa-daytona-stint-class-context.json,"Productized as weather/condition context rows with source, time, location, and join-confidence fields preserved.","Weather rows are now queryable by series/session/source family; future value is visual comparison, not additional backend extraction.",INDY NXT has no official weather observations; non-official ambient weather needs labels.
series_gb3,GB3 Championship,2021,race,mediaAssets,42,productized_context_pack,narrative_context,analysis/context-event-narrative-layer/output/context-packs/context-event-narrative-context.json;analysis/context-event-narrative-layer/output/summary.json;analysis/context-event-narrative-layer/output/media_narrative_index.csv;analysis/context-event-narrative-layer/output/context_event_timeline.csv;analysis/context-event-narrative-layer/output/CONTEXT_EVENT_NARRATIVE_LAYER.md;analysis/predictive-race-intelligence/output/context-packs/career-lab-context.json,Productized as a media narrative index and event/session context timeline with rights-status fields preserved.,Media rows are now source-indexed for narrative and source-drawer use; UI must still apply rights-status display rules.,"Narrative evidence should support, not override, official result data."
series_gb3,GB3 Championship,2021,race,results,369,productized_context_pack,result_conversion,analysis/career-dimension-context-layer/output/context-packs/career-dimension-context.json;analysis/career-dimension-context-layer/output/summary.json;analysis/career-dimension-context-layer/output/result_context.csv;analysis/career-dimension-context-layer/output/CAREER_DIMENSION_CONTEXT_LAYER.md;analysis/predictive-race-intelligence/output/context-packs/career-lab-context.json;analysis/predictive-race-intelligence/output/context-packs/race-debriefs,Full-field result context plus Career Lab result conversion and debrief context packs.,"Every canonical result row is now productized through source-hash validated full-field result context, with Bryce-facing conversion/debrief slices layered on top.",Raw finish is not comparable across field sizes without percentiles.
series_gb3,GB3 Championship,2021,race,sessions,21,productized_context_pack,session_context,analysis/predictive-race-intelligence/output/context-packs/race-debriefs;analysis/predictive-race-intelligence/output/context-packs/context-pack-manifest.json,"Prep, debrief, live-readiness, and Career Lab routing.",Session windows and session-type structure still matter for live joins and practice/qualifying context.,Some exact INDY NXT qualifying windows remain unavailable by source shape.
series_gb3,GB3 Championship,2021,race,weatherObservations,21,productized_context_pack,weather_context,analysis/context-event-narrative-layer/output/context-packs/context-event-narrative-context.json;analysis/context-event-narrative-layer/output/summary.json;analysis/context-event-narrative-layer/output/weather_condition_context.csv;analysis/context-event-narrative-layer/output/context_event_timeline.csv;analysis/context-event-narrative-layer/output/CONTEXT_EVENT_NARRATIVE_LAYER.md;analysis/predictive-race-intelligence/output/context-packs/career-lab-context.json;analysis/imsa-daytona-stint-class-pace/output/context-packs/imsa-daytona-stint-class-context.json,"Productized as weather/condition context rows with source, time, location, and join-confidence fields preserved.","Weather rows are now queryable by series/session/source family; future value is visual comparison, not additional backend extraction.",INDY NXT has no official weather observations; non-official ambient weather needs labels.
series_gb3,GB3 Championship,2021,season,seasons,1,productized_context_pack,championship_progression,analysis/predictive-race-intelligence/output/context-packs/career-lab-context.json;analysis/predictive-race-intelligence/output/career_prior_matrix.csv,Career Lab and championship context.,Season summaries are useful but lower value than session/lap grains.,Season-level aggregates can hide source-family differences.
series_gb3,GB3 Championship,2022,car,cars,26,productized_context_pack,car_context,analysis/career-dimension-context-layer/output/context-packs/career-dimension-context.json;analysis/career-dimension-context-layer/output/summary.json;analysis/career-dimension-context-layer/output/car_entrant_context.csv;analysis/career-dimension-context-layer/output/CAREER_DIMENSION_CONTEXT_LAYER.md;analysis/imsa-daytona-stint-class-pace/output/context-packs/imsa-daytona-stint-class-context.json;analysis/imsa-daytona-stint-class-pace/output/imsa_car85_codriver_pace.csv,"Productized as car/entrant context with team, series, season, class, usage rows, and Bryce-observed flags.","Car number, entrant, class, and co-driver/usage context are now addressable across canonical cars.",Car metadata is not setup telemetry.
series_gb3,GB3 Championship,2022,event,events,8,productized_context_pack,event_context,analysis/predictive-race-intelligence/output/context-packs/upcoming-events;analysis/predictive-race-intelligence/output/context-packs/context-pack-manifest.json;analysis/predictive-race-intelligence/output/context-packs/career-lab-context.json,Upcoming event and race-debrief context packs.,Event rows are mostly routing; value comes through linked sessions/results/laps.,Future schedule rows lack result/lap truth until sessions complete.
series_gb3,GB3 Championship,2022,practice,mediaAssets,37,productized_context_pack,narrative_context,analysis/context-event-narrative-layer/output/context-packs/context-event-narrative-context.json;analysis/context-event-narrative-layer/output/summary.json;analysis/context-event-narrative-layer/output/media_narrative_index.csv;analysis/context-event-narrative-layer/output/context_event_timeline.csv;analysis/context-event-narrative-layer/output/CONTEXT_EVENT_NARRATIVE_LAYER.md;analysis/predictive-race-intelligence/output/context-packs/career-lab-context.json,Productized as a media narrative index and event/session context timeline with rights-status fields preserved.,Media rows are now source-indexed for narrative and source-drawer use; UI must still apply rights-status display rules.,"Narrative evidence should support, not override, official result data."
series_gb3,GB3 Championship,2022,practice,results,782,productized_context_pack,result_conversion,analysis/career-dimension-context-layer/output/context-packs/career-dimension-context.json;analysis/career-dimension-context-layer/output/summary.json;analysis/career-dimension-context-layer/output/result_context.csv;analysis/career-dimension-context-layer/output/CAREER_DIMENSION_CONTEXT_LAYER.md;analysis/predictive-race-intelligence/output/context-packs/career-lab-context.json;analysis/predictive-race-intelligence/output/context-packs/race-debriefs,Full-field result context plus Career Lab result conversion and debrief context packs.,"Every canonical result row is now productized through source-hash validated full-field result context, with Bryce-facing conversion/debrief slices layered on top.",Raw finish is not comparable across field sizes without percentiles.
series_gb3,GB3 Championship,2022,practice,sessions,38,productized_context_pack,session_context,analysis/predictive-race-intelligence/output/context-packs/race-debriefs;analysis/predictive-race-intelligence/output/context-packs/context-pack-manifest.json,"Prep, debrief, live-readiness, and Career Lab routing.",Session windows and session-type structure still matter for live joins and practice/qualifying context.,Some exact INDY NXT qualifying windows remain unavailable by source shape.
series_gb3,GB3 Championship,2022,qualifying,mediaAssets,8,productized_context_pack,narrative_context,analysis/context-event-narrative-layer/output/context-packs/context-event-narrative-context.json;analysis/context-event-narrative-layer/output/summary.json;analysis/context-event-narrative-layer/output/media_narrative_index.csv;analysis/context-event-narrative-layer/output/context_event_timeline.csv;analysis/context-event-narrative-layer/output/CONTEXT_EVENT_NARRATIVE_LAYER.md;analysis/predictive-race-intelligence/output/context-packs/career-lab-context.json,Productized as a media narrative index and event/session context timeline with rights-status fields preserved.,Media rows are now source-indexed for narrative and source-drawer use; UI must still apply rights-status display rules.,"Narrative evidence should support, not override, official result data."
series_gb3,GB3 Championship,2022,qualifying,results,171,productized_context_pack,result_conversion,analysis/career-dimension-context-layer/output/context-packs/career-dimension-context.json;analysis/career-dimension-context-layer/output/summary.json;analysis/career-dimension-context-layer/output/result_context.csv;analysis/career-dimension-context-layer/output/CAREER_DIMENSION_CONTEXT_LAYER.md;analysis/predictive-race-intelligence/output/context-packs/career-lab-context.json;analysis/predictive-race-intelligence/output/context-packs/race-debriefs,Full-field result context plus Career Lab result conversion and debrief context packs.,"Every canonical result row is now productized through source-hash validated full-field result context, with Bryce-facing conversion/debrief slices layered on top.",Raw finish is not comparable across field sizes without percentiles.
series_gb3,GB3 Championship,2022,qualifying,sessions,8,productized_context_pack,session_context,analysis/predictive-race-intelligence/output/context-packs/race-debriefs;analysis/predictive-race-intelligence/output/context-packs/context-pack-manifest.json,"Prep, debrief, live-readiness, and Career Lab routing.",Session windows and session-type structure still matter for live joins and practice/qualifying context.,Some exact INDY NXT qualifying windows remain unavailable by source shape.
series_gb3,GB3 Championship,2022,race,mediaAssets,24,productized_context_pack,narrative_context,analysis/context-event-narrative-layer/output/context-packs/context-event-narrative-context.json;analysis/context-event-narrative-layer/output/summary.json;analysis/context-event-narrative-layer/output/media_narrative_index.csv;analysis/context-event-narrative-layer/output/context_event_timeline.csv;analysis/context-event-narrative-layer/output/CONTEXT_EVENT_NARRATIVE_LAYER.md;analysis/predictive-race-intelligence/output/context-packs/career-lab-context.json,Productized as a media narrative index and event/session context timeline with rights-status fields preserved.,Media rows are now source-indexed for narrative and source-drawer use; UI must still apply rights-status display rules.,"Narrative evidence should support, not override, official result data."
series_gb3,GB3 Championship,2022,race,results,513,productized_context_pack,result_conversion,analysis/career-dimension-context-layer/output/context-packs/career-dimension-context.json;analysis/career-dimension-context-layer/output/summary.json;analysis/career-dimension-context-layer/output/result_context.csv;analysis/career-dimension-context-layer/output/CAREER_DIMENSION_CONTEXT_LAYER.md;analysis/predictive-race-intelligence/output/context-packs/career-lab-context.json;analysis/predictive-race-intelligence/output/context-packs/race-debriefs,Full-field result context plus Career Lab result conversion and debrief context packs.,"Every canonical result row is now productized through source-hash validated full-field result context, with Bryce-facing conversion/debrief slices layered on top.",Raw finish is not comparable across field sizes without percentiles.
series_gb3,GB3 Championship,2022,race,sessions,24,productized_context_pack,session_context,analysis/predictive-race-intelligence/output/context-packs/race-debriefs;analysis/predictive-race-intelligence/output/context-packs/context-pack-manifest.json,"Prep, debrief, live-readiness, and Career Lab routing.",Session windows and session-type structure still matter for live joins and practice/qualifying context.,Some exact INDY NXT qualifying windows remain unavailable by source shape.
series_gb3,GB3 Championship,2022,season,seasons,1,productized_context_pack,championship_progression,analysis/predictive-race-intelligence/output/context-packs/career-lab-context.json;analysis/predictive-race-intelligence/output/career_prior_matrix.csv,Career Lab and championship context.,Season summaries are useful but lower value than session/lap grains.,Season-level aggregates can hide source-family differences.
